date,line,total,business_day_mean,saturday_mean,sunday_mean,max
2023-02-01,3,19249000.0,844000.0,527000.0,321000.0,888000.0
2023-02-01,2,10104000.0,461000.0,231000.0,148000.0,490000.0
2023-02-01,1,17057000.0,757000.0,465000.0,255000.0,792000.0
2023-02-01,15,1531000.0,69000.0,38000.0,21000.0,76000.0
2023-03-01,3,22571000.0,888000.0,539000.0,311000.0,914000.0
2023-03-01,15,1692000.0,72000.0,40000.0,21000.0,74000.0
2023-03-01,2,12263000.0,494000.0,241000.0,153000.0,520000.0
2023-03-01,1,20324000.0,803000.0,491000.0,265000.0,828000.0
2023-04-01,3,20602000.0,886000.0,501000.0,296000.0,973000.0
2023-04-01,2,10961000.0,492000.0,219000.0,140000.0,512000.0
2023-04-01,15,1653000.0,72000.0,37000.0,22000.0,74000.0
2023-04-01,1,18701000.0,808000.0,453000.0,262000.0,830000.0
2018-01-01,4,3755000.0,151000.0,78000.0,38000.0,176000.0
2018-02-01,4,4585000.0,165000.0,147000.0,79000.0,214000.0
2018-03-01,4,5308000.0,216000.0,97000.0,57000.0,228000.0
2018-04-01,4,5198000.0,206000.0,100000.0,54000.0,227000.0
2018-05-01,4,5630000.0,226000.0,113000.0,72000.0,235000.0
2018-06-01,4,5265000.0,203000.0,105000.0,68000.0,232000.0
2018-07-01,4,4952000.0,198000.0,102000.0,65000.0,210000.0
2018-08-01,4,6040000.0,232000.0,112000.0,64000.0,241000.0
2018-09-01,4,5268000.0,222000.0,121000.0,32000.0,242000.0
2018-10-01,4,5740000.0,231000.0,108000.0,36000.0,242000.0
2018-11-01,4,5438000.0,224000.0,111000.0,69000.0,261000.0
2018-12-01,4,5229000.0,212000.0,118000.0,74000.0,258000.0
2019-01-01,4,5094000.0,205000.0,98000.0,63000.0,231000.0
2019-02-01,4,6002000.0,254000.0,139000.0,92000.0,271000.0
2019-03-01,4,6473000.0,266000.0,146000.0,88000.0,281000.0
2019-04-01,4,6636000.0,274000.0,128000.0,74000.0,282000.0
2019-05-01,4,7021000.0,276000.0,131000.0,84000.0,295000.0
2019-06-01,4,6048000.0,263000.0,129000.0,81000.0,280000.0
2019-07-01,4,6072000.0,240000.0,123000.0,72000.0,257000.0
2019-08-01,4,7095000.0,278000.0,134000.0,74000.0,291000.0
2019-09-01,4,,,,,
2019-10-01,4,7330000.0,280000.0,130000.0,91000.0,291000.0
2019-11-01,4,6659000.0,288000.0,131000.0,82000.0,300000.0
2019-12-01,4,5917000.0,234000.0,131000.0,88000.0,296000.0
2020-01-01,4,5888000.0,233000.0,109000.0,67000.0,260000.0
2020-02-01,4,6305000.0,239000.0,150000.0,102000.0,300000.0
2020-03-01,4,4493000.0,179000.0,78000.0,51000.0,305000.0
2020-04-01,4,1218000.0,48000.0,27000.0,15000.0,56000.0
2020-05-01,4,1305000.0,56000.0,29000.0,16000.0,59000.0
2020-06-01,4,1709000.0,65000.0,37000.0,20000.0,75000.0
2020-07-01,4,2203000.0,83000.0,49000.0,23000.0,89000.0
2020-08-01,4,2399000.0,95000.0,55000.0,26000.0,103000.0
2020-09-01,4,2618000.0,105000.0,63000.0,30000.0,111000.0
2020-10-01,4,2926000.0,115000.0,68000.0,34000.0,122000.0
2020-11-01,4,2961000.0,115000.0,77000.0,40000.0,127000.0
2020-12-01,4,2872000.0,111000.0,69000.0,36000.0,128000.0
2021-01-01,4,2621000.0,112000.0,55000.0,32000.0,121000.0
2021-02-01,4,2771000.0,119000.0,68000.0,35000.0,125000.0
2021-03-01,4,2323000.0,95000.0,44000.0,22000.0,123000.0
2021-04-01,4,2145000.0,91000.0,46000.0,24000.0,105000.0
2021-05-01,4,2718000.0,107000.0,62000.0,33000.0,114000.0
2021-06-01,4,2869000.0,111000.0,70000.0,36000.0,119000.0
2021-07-01,4,3020000.0,117000.0,72000.0,37000.0,123000.0
2021-08-01,4,3337000.0,129000.0,74000.0,41000.0,134000.0
2021-09-01,4,3440000.0,136000.0,82000.0,47000.0,143000.0
2021-10-01,4,3644420.0,145500.0,88320.0,47800.0,158180.0
2021-11-01,4,3906760.0,157040.0,99130.0,62180.0,170350.0
2021-12-01,4,3794010.0,139220.0,89050.0,58920.0,170530.0
2022-01-01,4,3186530.0,125630.0,67430.0,42210.0,140550.0
2022-02-01,4,3659000.0,153000.0,96000.0,56000.0,164000.0
2022-03-01,4,4701000.0,179000.0,109000.0,54000.0,198000.0
2022-04-01,4,4493000.0,191000.0,101000.0,52000.0,206000.0
2022-05-01,4,4822290.0,186850.0,104070.0,59080.0,206370.0
2022-06-01,4,4275520.0,169440.0,92890.0,64519.99999999999,183010.0
2022-07-01,4,5042790.0,161840.0,93920.0,58950.0,179490.0
2022-08-01,4,5818590.0,183020.0,96250.0,56950.0,199790.0
2022-09-01,4,5599150.0,186850.0,98380.0,62350.0,197270.0
2022-10-01,4,5632470.0,187440.0,101130.0,63570.0,201940.0
2022-11-01,4,5380980.0,183270.0,101400.0,57030.0,200120.0
2022-12-01,4,5018250.0,156790.0,83250.0,51740.0,207310.0
2023-01-01,4,4753900.0,150700.0,86730.0,56250.0,172930.0
2023-02-01,4,4961750.0,171040.0,115670.0,66260.0,192650.0
2023-03-01,4,6399570.0,198020.0,115690.0,64550.0,223080.0
2023-04-01,4,5498990.0,199440.0,97330.0,56510.0,209630.0
2018-08-01,5,4136000.0,178000.0,99000.0,46000.0,187000.0
2018-08-01,5,4136000.0,178000.0,99000.0,46000.0,187000.0
2018-09-01,5,4489000.0,192000.0,103000.0,51000.0,202000.0
2018-10-01,5,5910000.0,231000.0,120000.0,66000.0,263000.0
2018-11-01,5,6141000.0,264000.0,138000.0,77000.0,286000.0
2018-12-01,5,6106000.0,242000.0,154000.0,87000.0,288000.0
2019-01-01,5,7000000.0,279000.0,156000.0,88000.0,303000.0
2019-02-01,5,7623000.0,326000.0,181000.0,95000.0,346000.0
2019-03-01,5,8122000.0,339000.0,184000.0,97000.0,352000.0
2019-04-01,5,8659000.0,353000.0,186000.0,96000.0,363000.0
2019-05-01,5,9128000.0,358000.0,195000.0,86000.0,373000.0
2019-06-01,5,7785000.0,332000.0,189000.0,99000.0,361000.0
2019-07-01,5,8148000.0,316000.0,186000.0,98000.0,331000.0
2019-08-01,5,9211000.0,357000.0,195000.0,95000.0,364000.0
2019-09-01,5,9027000.0,368000.0,195000.0,103000.0,476000.0
2019-10-01,5,9831000.0,373000.0,203000.0,111000.0,383000.0
2019-11-01,5,7408000.0,318000.0,159000.0,88000.0,331000.0
2019-12-01,5,8523000.0,332000.0,218000.0,121000.0,399000.0
2020-01-01,5,8173999.999999999,320000.0,172000.0,97000.0,348000.0
2020-02-01,5,6839000.0,292000.0,163000.0,92000.0,329000.0
2020-03-01,5,5291000.0,208000.0,103000.0,60000.0,331000.0
2020-04-01,5,1745000.0,71000.0,42000.0,24000.0,79000.0
2020-05-01,5,1891000.0,79000.0,47000.0,26000.0,82000.0
2020-06-01,5,2446000.0,95000.0,58000.0,31000.0,108000.0
2020-07-01,5,3126000.0,116000.0,76000.0,37000.0,125000.0
2020-08-01,5,3387000.0,132000.0,83000.0,40000.0,143000.0
2020-09-01,5,3679000.0,146000.0,94000.0,45000.0,153000.0
2020-10-01,5,4106000.0,159000.0,100000.0,49000.0,166000.0
2020-11-01,5,4141000.0,165000.0,112000.0,55000.0,178000.0
2020-12-01,5,4236000.0,162000.0,107000.0,55000.0,186000.0
2021-01-01,5,3775000.0,158000.0,87000.0,48000.0,170000.0
2021-02-01,5,3953000.0,169000.0,102000.0,51000.0,182000.0
2021-03-01,5,3447000.0,139000.0,70000.0,35000.0,181000.0
2021-04-01,5,3203000.0,134000.0,75000.0,38000.0,154000.0
2021-05-01,5,3980000.0,156000.0,94000.0,48000.0,167000.0
2021-06-01,5,4172000.0,161000.0,106000.0,52000.0,170000.0
2021-07-01,5,4329000.0,167000.0,105000.0,54000.0,178000.0
2021-08-01,5,4727000.0,182000.0,112000.0,57000.0,188000.0
2021-09-01,5,4761000.0,188000.0,119000.0,63000.0,197000.0
2021-10-01,5,4942110.0,197270.0,124740.0,59190.0,209260.0
2021-11-01,5,5204780.0,210830.0,134800.0,72750.0,218480.0
2021-12-01,5,5227760.0,192370.0,124410.0,76430.0,233140.0
2022-01-01,5,4304760.0,169370.0,94750.0,54860.0,187420.0
2022-02-01,5,4834000.0,203000.0,128000.0,67000.0,214000.0
2022-03-01,5,5878000.0,226000.0,136000.0,67000.0,238000.0
2022-04-01,5,5481000.0,230000.0,131000.0,69000.0,240000.0
2022-05-01,5,6155320.0,236830.0,145000.0,73040.0,246730.0
2022-06-01,5,5865510.0,233440.0,136230.0,71290.0,282030.0
2022-07-01,5,5724160.0,222570.0,135290.0,74740.0,232440.0
2022-08-01,5,6458120.0,244230.0,139370.0,71270.0,253100.0
2022-09-01,5,6158360.0,248550.0,143360.0,70190.0,257240.0
2022-10-01,5,,251390.0,145170.0,84530.0,264430.0
2022-11-01,5,6098120.0,249510.0,151920.0,79640.0,266310.0
2022-12-01,5,5960580.0,227190.0,131570.0,76140.0,282670.0
2023-01-01,5,5417590.0,212240.0,132160.0,65310.0,235470.0
2023-02-01,5,5598180.0,243260.0,143070.0,75610.0,269870.0
2023-03-01,5,6955860.0,262290.0,152100.0,78690.0,278550.0
2023-04-01,5,6121010.0,267420.0,144090.0,78850.0,278620.0
